IMPORT_STATUS,DB_NAME,DB_SIGLE,DB_INDUSTRY,DB_COUNTRY,DB_ADMIN_NAME
VALID,JOCCIDALO PETROLEUM,,Energy and Oil & Gas,Cameroun,Olivier SABOCK
VALID,TCHARITRANS,,Miscellaneous,Cameroun,Mahamat MOUSSA HASSANE
VALID,KRIEGER BREWERY COMPANY PLC,KBC PLC,Industrial manufacturing,Cameroun,Dynamic BEYONGO MUKETE
VALID,3S MOTORS,3S M,Other industry,Cameroun,KEVIN FOSSO
VALID,TOTAL ENERGIES,,Energy and Oil & Gas,Cameroun,NYEBEL Samuel
VALID,Pari Mutuel Urbain Camerounais,PMUC,Other industry,Cameroun,
VALID,SOCIETE DES EAUX MINERALES DU CAMEROUN,SEMC,Climate change/Water,Cameroun,
VALID,LOMAR TRANSIT,,Miscellaneous,Cameroun,MBASSI MAX
VALID,LOMAR TRANSIT,,Miscellaneous,Cameroun,MBASSI MAX
VALID,MAYA CAM (quincaillerie MBOPPI),,Consumer markets,Cameroun,Mr. ERNEST
VALID,GRAND ZONG SARL,,Consumer markets,Cameroun,Mr. GARIEL
VALID,SON ET IMAGE,,Consumer markets,Cameroun,SADIFFO Michel
VALID,STANDART MARKET,,Consumer markets,Cameroun,
VALID,SAPRES SARL,,Consumer markets,Cameroun,
VALID,FRIPPERIE MBOPPI (BOUTIQUE N°1),,Consumer markets,Cameroun,Mr. DJAMEN
VALID,FRIPPERIE MBOPPI (BOUTIQUE N°2),,Consumer markets,Cameroun,Mr. KAMDEM Romain
VALID,FRIPPERIE MBOPPI (BOUTIQUE N°3),,Consumer markets,Cameroun,Mr. BANKOP Serge
VALID,FRIPPERIE MBOPPI(BOUTIQUE N°4),,Consumer markets,Cameroun,Mr. KARIM
VALID,FRIPPERIE MBOPPI (BOUTIQUE N°5),,Consumer markets,Cameroun,Mr. TALLA
VALID,FRIPPERIE MBOPPI(BOUTIQUE N°6),,Consumer markets,Cameroun,Mr. Fabrice
VALID,FRIPPERIE MBOPPI(BOUTIQUE N°7),,Consumer markets,Cameroun,
VALID,CAMUSAT CAMEROUN,,Other industry,Cameroun,
VALID,SAVANAH OIL SERVICES CAM,,N/A,Cameroun,
VALID,STRIDES PHARMA CAMEROUN,,"Infrastructure,  Healthcare",Cameroun,
VALID,FILIERE BOIS SA,,FORESTIER,Cameroun,
VALID,BRULERIE MODERNE,,Food and Drink,Cameroun,
VALID,SOCIETE DE MARGARINERIE DU CAMEROUN SARL,MARGACAM,Food and Drink,Cameroun,
VALID,GROUPE SEFAC SA,,FORESTIER,Cameroun,
VALID,SATOM CAMEROUN,,"Infrastructure,  Healthcare",Cameroun,
VALID,BAKER HUGHES,,Energy and Oil & Gas,Cameroun,FOSSI DEMETRIUS
VALID,RAZEL CAMEROUN,,"Infrastructure,  Healthcare",Cameroun,MELANIE TCHANGA
VALID,REGIE DU TERMINAL A CONTENEURS,RTC,Transport & leisure,Cameroun,
VALID,LA PASTA SA,,Food and Drink,Cameroun,
VALID,HORIZON PHYTO PLUS,,Other industry,Cameroun,
VALID,FRIEDLANDER CAMEROUN,,"Infrastructure,  Healthcare",Cameroun,
VALID,ACIERS ET METAUX DIVERS SARL,AMD,Industrial manufacturing,Cameroun,
VALID,CONSTRUCTION METALLIQUE,COMETAL,"Technology, media & telecommunications",Cameroun,
VALID,CELSON INDUSTRIES,,"Infrastructure,  Healthcare",Cameroun,
VALID,ROYAL CHIMIE SA,,Food and Drink,Cameroun,
VALID,COMPLEXE MULTI INDUSTRIEL DU CAMEROUN,CMIC,"Infrastructure,  Healthcare",Cameroun,
VALID,COMPLEXE MULTI INDUSTRIEL DU CAMEROUN,CMIC,"Infrastructure,  Healthcare",Cameroun,
VALID,SAAGRY SARL,,Food and Drink,Cameroun,
VALID,SAAGRY SARL,,Food and Drink,Cameroun,
VALID,PERENCO CAMEROUN,PERCAM,Energy and Oil & Gas,Cameroun,PATRICK NDONGO
VALID,PERENCO RIO DEL REY,PRDR,Energy and Oil & Gas,Cameroun,PATRICK NDONGO
VALID,PARLITE FOODS,,Food and Drink,Cameroun,
VALID,CARROSSERIE NOUVELLE DU CAMEROUN,CANOCAM,Food and Drink,Cameroun,
VALID,SOCIETE DE PLANTATION DU HAUT PENJA,PHP,Food and Drink,Cameroun,
VALID,LONGSTAR ENERGY CAMEROUN,,Energy and Oil & Gas,Cameroun,PATERNE BISSAY
VALID,GRACEDOM INVEST S.A,,Consumer markets,Cameroun,Jacqueline DONGMO
VALID,EXCELLENCE EQUIPMENT & MOTORS NGAOUNDERE SARL,,Energy and Oil & Gas,Cameroun,HASSAN Hariri
VALID,SOCIETE MINIERE DE L'EST,SME,Energy and Oil & Gas,Cameroun,YOSSA NOUBEYO
VALID,KIKOT-MBEBE HYDRO POWER COMPANY,KHPC,Energy and Oil & Gas,Cameroun,Marlène BIESSY
VALID,OHADA,OHADA,Private Equity,Cameroun,
VALID,MUTUELLE DES INSPECTEURS ET OFFICIERS DE DOUANE,MIOD,Project & NGO,Cameroun,
VALID,SHOW OFF ASSURANCE,SOA,Insurance,Cameroun,
VALID,TCHOUTCHUI DJONDI EPSE TANKEU BAYU Emilienne,,Other industry,Cameroun,TCHOUTCHUI DJONDI EPSE TANKEU BAYU Emilienne
VALID,ARYSTA LifeScience,,Food and Drink,Cameroun,
VALID,CFAO MOBILITY CAMEROON,CFAO,Miscellaneous,Cameroun,
VALID,UNITED BANK FOR AFRIKA CAMEROUN S.A,UBA,Bank,Cameroun,
VALID,MTN CAMEROON LTD,MTN,"Technology, media & telecommunications",Cameroun,
VALID,LABOREX CAMEROUN,LABOREX,Miscellaneous,Cameroun,
VALID,ORANGE CAMEROUN,ORANGE,"Technology, media & telecommunications",Cameroun,
VALID,WAFACASH,,Other Financial services,Cameroun,
VALID,TOTALENERGIES MARKETING CAMEROUN S.A,TOTAL,Energy and Oil & Gas,Cameroun,
VALID,MAHIMA SARL,MAHIMA,Consumer markets,Cameroun,
VALID,SOCIETE DE REPRESENTATION ET DE COMMERCE S.A,SOREPCO SA,Consumer markets,Cameroun,
VALID,GUINNESS CAMEROUN SA,GCSA,Industrial manufacturing,Cameroun,Stéphane DESCAZEAUD
VALID,COGENI CAMEROUN S.A,COGENI,Consumer markets,Cameroun,
VALID,ADIALEA CAMEROUN S.A,ADIALEA,Miscellaneous,Cameroun,
VALID,STE MAHIMA H SARL,,Consumer markets,Cameroun,
VALID,3C CAMEROUN SAS,,Consumer markets,Cameroun,
VALID,ESTIA SYNERGIE CAMEROUN,,Miscellaneous,Cameroun,
VALID,ENEM CAMEROUN,ENEM,ENR - Power & Utilities,Cameroun,
VALID,ENEM CAMEROUN,ENEM,ENR - Power & Utilities,Cameroun,
VALID,ENEM CAMEROUN,ENEM,ENR - Power & Utilities,Cameroun,
VALID,LANA BIO COSMETICS SARL,,Consumer markets,Cameroun,
VALID,BERNABE CAMEROUN,,Consumer markets,Cameroun,
VALID,AFRICA FINANCES,AFRI@FINAN,Bank,Cameroun,FACHEU BELMOND
VALID,CFAO TECHNOLOGIES,CFAO,Miscellaneous,Cameroun,
VALID,Projet de Mobilité Urbaine de Douala,PMUD,Project & NGO,Cameroun,
VALID,Ministère des Domaines du Cadastre et des Affaires Foncières,MINDCAF,Project & NGO,Cameroun,
VALID,TSG CAMEROUN S.A,,Energy and Oil & Gas,Cameroun,François BAFALAK
VALID,DAFMA & FORTRANS,,Miscellaneous,Cameroun,Stéphane FOSSO
VALID,CONGELES DU CAMEROUN S.A,CONGELCAM,Miscellaneous,Cameroun,
VALID,ADDAX PETROLEUM CAMEROUN COMPANY S.A.,,Energy and Oil & Gas,Cameroun,
VALID,GEODIS PROJECTS CAMEROON S.A,,Energy and Oil & Gas,Cameroun,
VALID,DAVUM CAMEROUN S.A,DACAM S.A,Miscellaneous,Cameroun,
VALID,ICRAFON,,Miscellaneous,Cameroun,
VALID,CHOCOLATERIE CONFISERIE DU CAMEROUN,CHOCOCAM,Industrial manufacturing,Cameroun,
VALID,LA CAMEROUNAISE D'IMPORTATION-ORCA SARL,LCI-ORCA,Miscellaneous,Cameroun,
VALID,LA CAMEROUNAISE D'IMPORTATION-ORCA SARL,LCI-ORCA,Miscellaneous,Cameroun,
VALID,ACTIVA CAMEROUN,,Insurance,Cameroun,
VALID,AFRICA GLOBAL LOGISTICS,,Transport & leisure,Cameroun,
VALID,3S MOTORS,,Miscellaneous,Cameroun,
VALID,AFRICA PETROLEUM S.A,AP S.A,Energy and Oil & Gas,Cameroun,
VALID,PRINCESSE VOYAGE,,Transport & leisure,Cameroun,
VALID,GENERALIA ASSURANCE,,Insurance,Cameroun,
VALID,CANAL + CAMEROUN,,"Technology, media & telecommunications",Cameroun,
VALID,CAPI CAMEROUN,,Miscellaneous,Cameroun,
VALID,AFRICA SECURITY,,Insurance,Cameroun,
VALID,AFRICA SECURITY CAMEROUN,,Miscellaneous,Cameroun,
VALID,ACCESS BANK,ACCESS,Bank,Cameroun,
VALID,MEN GROUP,,Transport & leisure,Cameroun,Wilfried EBANDA
VALID,CALLENS CAMEROUN S.A,,Other industry,Cameroun,
VALID,FOSTEMA TCHAD,,Other industry,Tchad,
VALID,SCI PYRAMIDE,,Industrial manufacturing,Cameroun,
VALID,MUTUELLE  FINANCE DES FEMMES DYNAMIQUE,,Bank,Cameroun,
VALID,DOSSIER D' INPORTATION DU SUCRE,,Bank,Cameroun,
VALID,J2N CONSEIL SARL,,Other Financial services,Cameroun,NOUTCHIE NJIKI Jackson
VALID,AUTORITE DE L’AVIATION CIVILE DU TCHAD,ADAC,Project & NGO,Tchad,
VALID,KAKOTEL S.A,KAKOTEL,"Technology, media & telecommunications",Cameroun,
VALID,CHINA HARBOUR ENGINEERING COMPANY LTD,CHEC,Miscellaneous,Cameroun,Emmanuelle LIU
VALID,LONGSTAR,LONGSTAR,Miscellaneous,Cameroun,LONG HAI
VALID,Office Régional Agricole et des Produits de Rente du Sud,ORAPROR,Government & public sector,Cameroun,DOUA Raymond
VALID,Office Régional Agricole et des Produits de Rente du Sud,,Consumer markets,Cameroun,YOUMBI TETU JEAN DANIEL
VALID,GROUPE KEDE SARL,,ENR - Power & Utilities,Cameroun,Madame NKOMBOU epse YOBA Ingrd Sophie Sandrne
VALID,DAVINCI INVESTMENT GROUP SARL,,Bank,Cameroun,FOTSING Firmin Bouler
VALID,AZA Finance,EXE TRANSF,Bank,Sénégal,
VALID,SAMSON BILANGNA,,Other industry,Cameroun,SAMSON BILANGNA
VALID,CAMEROON INTERNATIONALE TRADE SARL,,Consumer markets,Cameroun,ABDOUL Karim GNAGUELE
VALID,SOLIDARITE MINIERE DU CAMEROUN,SOMCA,ENR - Mining,Cameroun,KUETE GUSTAVE
VALID,SOLIDARITE MINIERE DU CAMEROUN,SOMCA,ENR - Mining,Cameroun,KUETE GUSTAVE
VALID,BEST WIN S.A,BEST WIN,Other Financial services,Cameroun,
VALID,CAMEROON INTERNATIONALE TRADE SARL 2,,Consumer markets,Cameroun,ABDOUL Karim GNAGUELE
VALID,ARCHIBAT PLUS DESIGN,,Hôtellerie,Cameroun,Monsieur NJIOSSI Jean-Roger
VALID,NOTICAM SA,,Energy and Oil & Gas,Cameroun,Monsieur Jules MANDJIA MOUICHE
VALID,Advance Maritime Transport,AMT,Transport & leisure,Cameroun,Marcel BUERGI
VALID,SOLIDARITE MINIERE DU CAMEROUN,SOMCA,N/A,Cameroun,KUETE GUSTAVE
VALID,MOTOA TRANSPORT TRANSIT ET  SERVICES (MTTS),MTTS,Miscellaneous,Cameroun,MDIBA SAID
VALID,EVERWELL  CAMEROON CABLES AND ENGINEERING S.A,EWERWELL,Industrial manufacturing,Cameroun,DANIEL ZHANG LONGFANG
VALID,CAMFISH,,Climate change/Water,Cameroun,EKENE BODO Cyrille
VALID,SOCIETE INTERAFRICAINE DES PRODUITS PHARMACEUTIQUES ET PARAPHARMACEUTIQUES,SIAP,Miscellaneous,Cameroun,Dr Yolande DJOMO Epse MANE
VALID,Société commerciale de Banque Cameroun,SCB,Bank,Cameroun,
VALID,EVERWELL CAMEROUN CABLES and ENGINEERING SA,,ENR - Power & Utilities,Cameroun,Séraphin
VALID,NGOLLE 4 ISSAC RICHARD,,Government & public sector,Cameroun,
VALID,SOCIETE DE DISTRIBUTION ET DE NEGOCE INTERNATIONAL(SODISNI),,Fast Moving Consumer Goods,Cameroun,
VALID,FOBS,,Other industry,Cameroun,
VALID,PETRO SERVICE & LOGISTIQUE SARL,PSL,Transport & leisure,Cameroun,
VALID,MIA,,Other industry,Cameroun,
VALID,SIGMA INC LTD,,Other industry,Cameroun,
VALID,AMT CAMEROUN S.A,AMT,Energy and Oil & Gas,Cameroun,Marcel BUERGI
VALID,SITRAB-CAM,,Other industry,Cameroun,
VALID,COMPAGNY OF TRANSPORT AND FAIR TRADE,COTRAF,Transport & leisure,Cameroun,
VALID,BRIGHT POINT LOGISTICS SARL,BRIGHT,Transport & leisure,Cameroun,
VALID,OCEAN PETROLEUM SARL,OCEAN,Energy and Oil & Gas,Cameroun,
VALID,ENGINE OIL COMPANY SA,ENGINE OIL,Energy and Oil & Gas,Cameroun,
VALID,AFRICA VISION DEVELOPMENT SARL,AVD,Miscellaneous,Cameroun,
VALID,ARTS ET METIERS SARL,,Miscellaneous,Cameroun,
VALID,Etude Me Grâce NKAKE BOLLANGA,,Miscellaneous,Cameroun,Grâce NKAKE BOLLANGA
VALID,MERMO OIL,,Energy and Oil & Gas,Cameroun,
VALID,PATNUC,PATNUC,Project & NGO,Cameroun,
VALID,MINSANTE,MINSANTE,Project & NGO,Cameroun,
VALID,MINFI,MINFI,Project & NGO,Cameroun,
VALID,CAMLAIT,Douala,Consumer markets,Cameroun,
VALID,CONNECTION CAMEROUN,,"Technology, media & telecommunications",Cameroun,
VALID,SOCIETE AFRICAINE DE PROMOTION IMMOBOLIERE  SA,SAPI SA,Consumer markets,Cameroun,
VALID,SAE,SAE,Miscellaneous,Cameroun,
VALID,AUG ASSURANCES,AUG,Insurance,Cameroun,
VALID,CAMLAIT SA,,Food and Drink,Cameroun,
VALID,BANQUE INTERNATIONAL DU CAMEROUN POUR L'EPARGNE ET LE CREDIT,BICEC,Bank,Cameroun,Monsieur ROCHDI SANHAJI
VALID,MERMO OIL,,Energy and Oil & Gas,Cameroun,
VALID,Societé d'Expliotation Industrielle Agricole,SEIAC,Other industry,Cameroun,NYANGON BITA Olga
VALID,MEN LOGISTICS SA,,Industrial manufacturing,Cameroun,
VALID,MONSIEUR BAHA Robert,,Miscellaneous,Cameroun,MONSIEUR BAHA Robert
VALID,EMRALD SECURITIES SERVICES BOURSE,ESS BOURSE,Other Financial services,Cameroun,Christian DIN DIKA
VALID,IMPLANTS & SERVICES SARL,,Miscellaneous,Cameroun,Mr. Jean BAHEBECK
VALID,NORBERT GWEM,,"Infrastructure,  Healthcare",Cameroun,
VALID,JL2M MULTISERVICES SARL,,Consumer markets,Cameroun,TETA Emmanuel
VALID,AGROLOGISTIK SARL,,Food and Drink,Cameroun,NGUEN III Georges Ronald
VALID,COMPLEXE CHIMIQUE D'AFRIQUE CENTRALE,C.C.A.C SA,Food and Drink,Cameroun,
VALID,SOCOMAC SARL,,Industrial manufacturing,Cameroun,
VALID,GANESHA CAMEROUN SARL,,Other industry,Cameroun,
VALID,SODIPRAC SARL,,Other industry,Cameroun,
VALID,GENERAL TRADING INTERNATIONAL,,Other industry,Cameroun,
VALID,MEDICARE SARL,,"Infrastructure,  Healthcare",Cameroun,
VALID,BARYO INTERNATIONAL,,"Infrastructure,  Healthcare",Cameroun,
VALID,BARYO INTERNATIONAL,,"Infrastructure,  Healthcare",Cameroun,
VALID,INSTRUMELEC,,Industrial manufacturing,N/A,
VALID,BIA CAMEROUN SA,,Other industry,N/A,
VALID,ROUD'AF,,"Infrastructure,  Healthcare",Cameroun,
VALID,MC DISTRIBUTION,,Food and Drink,Cameroun,
VALID,OLAM AGRI,,Food and Drink,Cameroun,
VALID,SOGEA - SATOM,,"Infrastructure,  Healthcare",Cameroun,
VALID,CECOTRAM APPRO DISTRIBUTION,,Other industry,Cameroun,
VALID,SEMAGRI SARL,,Food and Drink,Cameroun,
VALID,SOCIETE SEVI SUARL,,FORESTIER,Cameroun,
VALID,MIRA CEMENT,,"Infrastructure,  Healthcare",Cameroun,
VALID,SOCIETE FORESTIERE DU CAMEROUN,SOFOCAM,FORESTIER,Cameroun,
VALID,SPEEDY WORLD WIDE SERVICES,S.W.S,Miscellaneous,Cameroun,
VALID,SOLIDARITÉS INTERNATIONAL,SI,Project & NGO,Cameroun,
VALID,ZTE INTERNATIONAL LIMITED,ZTE,Miscellaneous,Cameroun,
